,0
2671,@fionnlim my leg is white :-(
2672,@smiffy no :( I'm so sorry
2673,@NewburyToday Please help find these baby goats stolen from Chilton. Their mother is crying out to feed them. :-( http://t.co/ZsKASm4nCx
2674,Wasted a good outfit today :(
2675,jackson looks so exhausted :-(
2676,@deniserayon_ I'm a fuck up :(
2677,@filadelfiaaa you need to stop being so obsessed over me this is getting creepy :-(
2678,josh is so tall that when he hugs me he can rest his head on mine :-(
2679,@AdoreDelano are u there too? :( http://t.co/P4Of3dpGXi
2680,"Boohoo back to work tonight, another weekend on nights :-(:-(:-("
2681,@dialoglk I wanna hang out with fellow tweeps and roar the lions to victory #TweepsMatchOut I want to hang out with my twitter family! :(
2682,justinbieber I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(
2683,"@_ANGELINA_HORAN FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2684,@MrsPiszczek nein :(
2685,@girl_communism I can't see that tweet :(
2686,@bsuzysk 404 not found! :(
2687,i feel so bad because i fell asleep like right before it turned midnight and wasn't able to tell willlow hbd :(
2688,"@JaquieBrown @SundayStarTimes Sowwy :( The 3000 word limit really grinds my gears, but 0.001% chance of winning makes up for it!"
2689,"Spent ages making our first Vine, only to realise that they're meant to be shot in portrait mode and you can't flip the shots...
:("
2690,@yadirarpineda aw sorry :( you ok? wake up Madi
2691,@Shortyy182 what's wrong? :(
2692,@OpTic_Mochila These are not facts bro :(
2693,I wish more people did 11:11s for me :(
2694,@LHBF7F you ruined it &gt;&gt;:(
2695,Shanzay salabraty :(((
2696,I WANNA MEET THEM :(((
2697,@AdityaRajKaul really thought you were one good journo.. But the lure of the gang I see is very strong.. Sad to see you too twisting news :(
2698,@78LOUlS i love you so so so so so so much :(
2699,@GIJojo2 Finishing on Monday! Sadly :( Then closed beta at the end of the year!
2700,i didnt wanna end up here :(
2701,@boutagirrl I asked my sister and she said no and neither of my parents have it so like :-(
2702,I wanna watch a movie :(
2703,@lgpmoradaax mashaket :((
2704,"@biobio1993 :( that's so sad... maybe it's a mistake, or they'd feel different about it now? *pets*"
2705,When you feel like you're making the wrong decision :(
2706,@Raphaelite_Girl Trying to send you a DM but not working?! :(
2707,:( (with bapak at Royal Prima Hospital) — https://t.co/mufNZljRv7
2708,@BeforeYouExit you haven't follow me too :(
2709,GUYS add my KIK - mune874 #kik #kikme #tagsforlikes #snapme #bored #hannibal #kikgirl :( http://t.co/ax26wgYdRa
2710,"@justinbieber if u see this, can u follow me? I'm waiting so long :("
2711,@larryequality this :( http://t.co/6rEe3BrXe6
2712,How to money :(
2713,"@princesswhut FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2714,"i truly miss playing piano so much, i should of never stopped :((("
2715,@LuiCalibre I'd be down but man i have to work right now :(
2716,"PLISSS TWEET THIS ELF :(
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!"
2717,@junghooked @BTS_twt of course!! i dont think he'll take it seriously omg how nice if he saw this :-((
2718,"Went home &amp; came back :-( (@ Sunway College - @sunwayc in Petaling Jaya, Selangor) https://t.co/Hgr1dMQ1eQ"
2719,@aurorakween I STILL GOTTA GLOW UP OK :(
2720,"Huhuu Thank you for all the ""congratulations"" and the ""proud of you"" You guys have no idea how happy I am thank you for the support :((("
2721,"@Thirty3forty5 Yeah - we thought that was part of the tour we did  today, but it wasn't. :-("
2722,@luvsgngrhd ME TOO :((( wHERE IS MARGO
2723,"@marixyanchik1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2724,"Konga""@BeemanNONI: Well... ""@_topeh: ni wa*""@iCUM_Thrice: Ode ni e""@_topeh: K ""@iCUM_Thrice: I need to be disvirgined..like seriously! :("""""
2725,"I hear u""@OccupyNaija: But you know I do na... :( We can negotiate the Bride Price Advance Payment https://t.co/7M7pZMPw7u"""
2726,I thought I tweeted the link to end the yulin dog meat festival but idk what happened to it .. :( Imma try again
2727,Ive got so much things to do in 3 days. :( what is syawal now. http://t.co/QZ4K9f36bs
2728,I need to see my boys again :(
2729,i lapar :(
2730,@lmaoclffrd yeah sad life :((
2731,Watching @IVSofia 's story on Snapchat is killing me. Whats your life ? Beach + Pool all week long ? When are you working Bitch ! :(
2732,i forgot to get pale foundation :(
2733,Sian :( why my plans always clash one fml 😭 facil head training this entire weekend and DH chalet. GOT SO SUAY ANOT 😢 HOW TO GO FOR BOTH
2734,@cloche_hat ah. Good luck then. My cat used to let them go in the house to have something to play with over winter. Fast little buggers :(
2735,एक बार फिर सेँ धोखा........ &gt;:(   &gt;_&lt; — feeling silly at Chandauli Majhwar railway station http://t.co/iWAeDmuooP
2736,"Cant stand seeing my titos and titas cry :((((((( please pray for my cousin, he's in critical condition right now :("
2737,@celine_s16 I don't think you would like the answer to this question :(
2738,number 13 :(
2739,@wearedetr0it steals my narcos growing :(
2740,nightmares :(
2741,@milesSI ruins the game for me. You'll notice many stop playing the game when there are many regens. They don't look realistic :( shame
2742,@crybassist why have people unfaved and rted this :(
2743,@Hayleychinney Hope this isn't a regular problem for you :( Can you please let us know where you travel to/from and the time this was due?
2744,It's just heavy duty Benadryl lmao but dat shit works! I forgot to take it earlier :((
2745,@pookiportia do share :(
2746,@IamMansoorKhan I hate it when u are offline :(
2747,"@KISSINGJAl FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2748,Not looking forward to this night shift tonight :(
2749,@irlfaker all nighter :(
2750,"@gelzarraga dude, why arent u answering any of my msgs :(("
2751,yg new gg please :-(
2752,@SarahH9977 Thanks hun. Shame one of the sxrew on ends came off and dissappeared. Alot of swapping around and bleeding all over the place.:(
2753,@limonyeozaman ishal mi :(
2754,"@cutelikejdb FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2755,high school days :(( https://t.co/sZemQfSZWx
2756,@muscularpayne YES BABE !!!! I MISSED U SO MUCH MORE :( I HATE U
2757,It just ant working out .. :(
2758,I'm so sorry about my spam guys :( http://t.co/zpLPgKesOH
2759,@jhezreenmae thaanks Jhezz!! Omg stay awesome and damn your sneaks :((
2760,"@kargadouri FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2761,tHE FANDOM IS BORED :((( DON'T HURT ME #ZaynIsComingBackOnJuly26
2762,@margiefeeney11 barely any for Saturday and standing though :(
2763,Soft defence by the best defensive team there :( #NRLTigersRoosters
2764,"and it's also so unfair that she won't be in the season 2 of @SecretsLiesABC i want indiana back, i don't want a new cast :("
2765,@ImHibaNoor Hibbs fOllow back Nh Do gi ?? :o :(
2766,Now I'm sad :( https://t.co/Ribf3SkrDI
2767,Where is this new Frank Ocean album :( :( :(
2768,@sasaribena BibleThump :(
2769,Stress come on :(
2770,"@RFarghaly123 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2771,"@mariaebun its not me :( its the person in me, sorry xxx"
2772,I rlyyyy wanna get my septum pierced but my mum won't let me :(
2773,@muscularpayne GOOOD but its so hot here my tan line are ugly but im going home tonight!:(
2774,"@O2 Hiya, can you tell me if the Amazon fire phone is still available? I can't find it on the web site :("
2775,Stressed :(
2776,@GABRlEIIE not as much as my brother :(
2777,"@Camy19994 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2778,@stairwaytoalex sorry for saying your leg black in a venomous way :-(
2779,"And oh great, I'm sharing a carriage with a group of middle aged women in pink fur-trimmed stetsons. They've started drinking already &gt;:("
2780,@RocketLeague you have a due date for the fix of error 59 ? My friend and me can't still play :(
2781,hays :(
2782,i dont know :(
2783,@Childcareisfun @geekisnewchic :( okay
2784,@caylahhhh when my baby angel dies :((
2785,Xue hasn't made me sing any songs for so long D:! She always gives Midori all the work! What about me :(?
2786,Hi @facebook please help me in getting back my disabled account. I really really need it back. :(
2787,Ang sakit!!!! Inside and out! :(
2788,but you already have me. :(  https://t.co/CTmgOcgC54
2789,"@kidrauhLogan FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2790,@kaylakerwin :( that disgusts me what a piece of shit..you're such an amazing mother Mateo &amp; Brooklyn are so lucky💗 he doesn't deserve to
2791,"When a guy buys u a water, but u can't drink it because u didn't watch the cup like a hawk as he transferred it from the bartender to u :("
2792,:(( My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!
2793,'Working from home' normally means 'surfing' but not in this case :(
2794,@atiraxia :(...feel better bby!
2795,"@RebelYelliex ok you better stay, otherwise i will miss you too much :("
2796,"@EvaMcL3 That's shocking!
Why can't people just live &amp; let live?
Sometimes I despair of this world! :(
Hope you're OK."
2797,"@BUTERAIRLINES FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2798,@honestfandom bc were still hoping :(
2799,Why the hell insta is not working :((
2800,@Real_Liam_Payne when will you notice me :(
2801,I miss Chris ' voice :(
2802,"@myteksi hi, may i request a promo code pls? Tried using iwantin but got rejected just now :("
2803,@cherryboyJJ :( then pls don't think you're not good enough ^__________^ let him be. if he's missing this chance then it is his fault
2804,@1DMspree @njhla omfg harry pls bae :( don't ignore me
2805,"@amerazjm FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2806,"Goodluck to your pocket ""@SwitInno: And I'm moving next week :( https://t.co/HCMO09MhQt…"""
2807,@stylesandjord and a month since i saw them :(
2808,@DanReeve86 I am really sorry you received the wrong order :( We would like to sort this out straight away. Can you email Help@VeryHQ.co.uk?
2809,Photo: benedictervention: This is what happens to the contents of 221B between seasons :( You’d think... http://t.co/XXXtCKj5SP
2810,"@zeynepirdal FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2811,Feel like movies and popcorn today at the cinemas.... But no one to go with :(
2812,Sleeping alone is terrible :(
2813,@kyuzizi Hey! Take care of yourself. :( :*
2814,"joyce,calm down :(("
2815,@unit02chainz oops I meant those tiny chat days oooops :-(
2816,Spotify finally figured out that I'm not in the US and won't let me listen anymore :(
2817,i have to go :(
2818,@nickiepedia :( I can't. My parents are here na and my plans don't usually work out when they're here huhu. But I could try to make paalam
2819,@princess_sair I'm not being mean :( your my sazballs ❤
2820,@haestarxx they've been cuting it after his pants incident :(
2821,school starts pretty soon :(
2822,why are so many things happening tomorrow aaaahh :(( wanna gooooo
2823,No stomach's already growling :(
2824,Shaved my hair.. i feel like I gotta shave my beard a bit now :( nooooope.
2825,Omg happy late birthday @mariahjoyyy I'm so sorry I missed it :( love you though hope you had a lot of fun 😘🎉
2826,"@Cro_Marta FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2827,@RanDomly_Dom ding ding ding! a hundred points for u :(((
2828,@churlishmeg Hi Meg. Just sent you an email about Verity's performances being cancelled this weekend. :( Rupert
2829,@gulermaanb @sir_mancio amin :(
2830,Weekend = Work + Studying :((
2831,Retweet this pleaaase :((( 👆🏻👆🏻
2832,Woaah Chris Brown :(((
2833,"@TimmiTRetro @S0LV0 @sonicretro sorry solvo ;-;

dont mean 2 :((( http://t.co/uz8ZgUEZ1A"
2834,you're gonna be such a good father :( https://t.co/wNAdY4En1E
2835,@anissapenaa :( it would it really would
2836,@mrandmrsMCT no way I missed it too :(
2837,"i'm still finishing my work, dad. : ( https://t.co/T5mb06nkdS"
2838,@luke_brooks I need a twin :(
2839,No baby no :( http://t.co/dNSaPwiUQA
2840,@destinydatabase just want some new stuff :( me and @__Crow__ used to love Friday's for Xur been months of no excitement now :(
2841,"@Austin_Love_AM FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2842,When you step on a lego barefooted. :(
2843,That time Twelvyy got rude :( http://t.co/zWreWycNrf
2844,I need to sleep cuz another meeting at work in the morning :-(
2845,@Stockhausens just have to hope and pray he's in good hands I'm far from being able to see him and I can't call him with :(
2846,@WeeklyChris  Hello! ... :(
2847,Good news on the Boaz Myhill front but not on takeover news :-( #wba
2848,anyone has the pic of taeyeon's derp in channel snsd hahahaha pd didn't zoom into hers :((( LMAO SUNNY's. BESST.
2849,@leighalexander blood and plague pits :(
2850,"@dargurl_serwiee Ok rich kid, I give up :("
2851,"@Natvolpato1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2852,And ignore my video game posts :(
2853,"@tackdriver56 yes that's a scary sight seeing frail people in cars. It's a lottery riding near those people, I always hold my breath :("
2854,@Itsmiagiron okay :(
2855,twurkin is razzist!!!!!!!!!!1!! blocks and reports u and writes a tumblr post about u :(
2856,@hstylessssayers @natishlouise MIGHT? :-(
2857,KIK me guys - shek609 #kik #kikgirl #hot #likeforlike #horny #goodmusic #mugshot :( http://t.co/FDmw6B7jAL
2858,@cooldigangana @DiganganaS I want to attend ur birthday plssssssssssssssss :(
2859,So Taissa Farmiga and Emma Roberts aren't in this season of AHS ? :(
2860,sorry :((( https://t.co/7BjmbfAPAZ
2861,So gutted can't get to Liverpool tonight to see @JakeQuickenden on his final tour night gutted isn't the word :(
2862,@drewsdimple he always does this when his hair is getting long :(
2863,"@josselynramos01 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2864,Fever :(((
2865,@subsubjjang YEAH HE DID BC AT THE END HE RUN BACK TO HIS PLACE HAHAHA I DIDNT SAW THEM LAUGHING THO BC LOW QUALITY :(
2866,"@daniellesladek Hi Danielle, oh no :( Do you have the latest software installed? Have you tried doing a back up and restore?"
2867,"Why momo, why? :( https://t.co/HcqK1IZBRp"
